movie;year;address
"Penn & Teller: Fool Us";2010;Las Vegas, Nevada, USA
"Penn & Teller: Fool Us";2010;London, England, UK
"Pennies from Heaven";1978;London, England, UK
"Penny Arcade: The Series";2009;Seattle, Washington, USA
"Penny Dreadful";2014;Dublin, County Dublin, Ireland
"Penny Dreadful";2014;Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland
"Penny Dreadful";2014;Dublin Castle, Dublin, County Dublin, Ireland
"Penny Dreadful";2014;London, England, UK
"Penny Dreadful";2014;The Motte Stone, Connary Upper, Wicklow, Ireland
"Penny Revolution";2007;Bangladesh
"Penny Revolution";2007;Chiapas, Mexico
"Penny Revolution";2007;Dominican Republic
"Penny Revolution";2007;Ecuador
"Penny Revolution";2007;Honduras
"Penny Revolution";2007;Mexico
"Penoza";2010;Haarlem, Noord-Holland, Netherlands
"Penoza";2010;Hilversum, Noord-Holland, Netherlands
"Penoza";2010;Amsterdam, Noord-Holland, Netherlands
"Pensacola: Wings of Gold";1997;Marine Corps Air Station Miramar, San Diego, California, USA
"Pensado's Place";2011;Santa Monica, California, USA
"Pension Schmidt";2008;Schmidt Theater, St. Pauli, Hamburg-Mitte, Hamburg, Germany
"Pension Spreewitz";1964;Berlin, Germany
"Pentatlon";1985;Cologno Monzese, Milan, Lombardia, Italy
"Penthouse Club";1970;HSV-7 Studios, 22-66 Dorcas Street, South Melbourne, Victoria, Australia
"Penthouse Party";1950;New York City, New York, USA
"Penthouse";1973;Mexico
"Penumbra";1962;Mexico
"People Are Funny";1954;Stage 1, NBC Studios - 3000 W. Alameda Avenue, Burbank, California, USA
"People Are Funny";1984;Los Angeles, California, USA
"People Are Funny";1984;Stage 1, NBC Studios - 3000 W. Alameda Avenue, Burbank, California, USA
"People Country Special on CMT";2008;Nashville, Tennessee, USA
"People Like You";2004;San Rafael, California, USA
"People Uncut";2005;Vancouver, British Columbia, Canada
"People Will Talk TV";2013;Maryland, USA
"People Will Talk";1963;Stage 1, NBC Studios - 3000 W. Alameda Avenue, Burbank, California, USA
"People You May Know";2012;Sydney, New South Wales, Australia
"People of Earth";2016;Toronto, Ontario, Canada
"People with Issues";2015;Austin, Texas, USA
"People's Court";2007;Birmingham, West Midlands, England, UK
"Peor es nada";1989;Buenos Aires, Federal District, Argentina
"Peor es nada";2001;Buenos Aires, Federal District, Argentina
"Peor es nada";2007;Las Vegas, Nevada, USA
"Peor es nada";2007;Los Angeles, California, USA
"Pepe Carvalho";1986;Barcelona, Barcelona. Catalonia, Spain
"Peperrisas";1982;Buenos Aires, Federal District, Argentina
"Peping, munting anghel";1976;Quezon City, Metro Manila, Philippines
"Pepper Dennis";2006;1050 Arden Road, Pasadena, California, USA
"Peppermint Park";1987;Los Angeles Zoo & Botanical Gardens, Griffith Park - 5333 Zoo Dr, Los Angeles, California, USA
"Pepsi Smash";2003;CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA
"Pequeno hotel";2001;Lugo, Galicia, Spain
"Pequenos em Grande";2005;Lisbon, Portugal
"Per contra";2006;Barcelona, Catalonia, Spain
"Per molts anys";1983;Sant Cugat, Barcelona, Catalonia, Spain
"Percepciones";2008;Barcelona, Catalonia, Spain
"Percepciones";2008;Sant Feliu de Codines, Barcelona, Catalonia, Spain
"Perception or Reality";2013;El Dorado Hills, California, USA
"Perceptions";2004;Singapore
"Perchatka Avrory";2016;Saint-Petersburg, Russia
"Percy Jackson Webseries";2016;Atlanta, Georgia, USA
"Percy Ponsonby";1939;BBC Alexandra Palace, Muswell Hill, London, England, UK
"Percy Stuart";1969;Germany
"Percy Stuart";1969;Spain
"Perdidos en el espacio";1999;Buenos Aires, Federal District, Argentina
"Perdona nuestros pecados";1994;Buenos Aires, Federal District, Argentina
"Perdone la Hora";2000;Santo Domingo, Dominican Republic
"Perekryostok";1996;Kazakhfilm Studio, Almaty, Kazakhstan
"Perfect 10 Model Boxing";2006;Beverly Hills, California, USA
"Perfect Catch";2009;Greece
"Perfect Hair Forever";2004;Los Angeles, California, USA
"Perfect Hair Forever";2004;Atlanta, Georgia, USA
"Perfect Proposal";2003;Phoenix, Arizona, USA
"Perfect Strangers";1986;Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA
"Perfect Strangers";1986;Chicago, Illinois, USA
"Perfect Strangers";1986;Dijon Street, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA
"Perfect Strangers";2001;Claridge's Hotel - Brook Street, Mayfair, London, England, UK
"Perfect Strangers";2001;London, England, UK
"Perfectly You";2007;Cleveland, Ohio, USA
"Perfidia";2012;Buenos Aires, Federal District, Argentina
"Performance";1992;Studio BB, Broadcasting House, Portland Place, London, England, UK
"Performance";1992;BBC Media Village, Wood Lane, White City, London, England, UK
"Peri anemon kai ydaton";2000;Corfu, Greece
"Peri anemon kai ydaton";2000;Plaka, Athens, Greece
"Perigosas Peruas";1992;Rio de Janeiro, Rio de Janeiro, Brazil
"Perihan Abla";1986;Istanbul, Turkey
"Periodismo para todos";2012;Buenos Aires, Federal District, Argentina
"Periodistas F.C.";2010;Madrid, Spain
"Peripheral City";2010;Brooklyn, New York City, New York, USA
"Periplu londonez";2002;London, England, UK
"Periplu londonez";2002;Tower of London, Whitechapel, London, England, UK
"Periplu londonez";2002;Buckingham Palace, Westminster, London, England, UK
"Periplu londonez";2002;Westminster, London, England, UK
"Periplu londonez";2002;London Eye, London, England, UK
"Periplu londonez";2002;Notting Hill, London, England, UK
"Periplu londonez";2002;British Museum, Great Russell Street, Bloomsbury, London, England, UK
"Periplu londonez";2002;Victoria and Albert Museum, South Kensington, London, England, UK
"Perla negra";1994;Buenos Aires, Federal District, Argentina
"Perla negra";1994;Jerusalem, Israel
"Permanent Nutface Gary";2008;New York City, New York, USA
"Perro Amor";2010;Florida, USA
"Perro Amor";2010;Miami, Florida, USA
"Perros y Gatos";2009;Mexico City, Distrito Federal, Mexico
"Perry Mason";1957;Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA
"Perry Mason";1957;Stage 4, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA
"Perry Presents";1959;New York City, New York, USA
"Persephone";2013;Georgia, USA
"Pershtypja tani ne Jug";2016;Albania
"Person of Interest";2011;Silvercup Studios - 4222 22nd Street, Long Island City, Queens, New York City, New York, USA
"Person of Interest";2011;New York, USA
"Persona";1972;Buenos Aires, Federal District, Argentina
"Persona";2011;London, England, UK
"Persona";2016;Rochester, New York, USA
"Personajes y escenarios";1996;Mexico
"Personajes";2002;Mexico
"Personal Details";1992;England, UK
"Personal Services Required";2008;Worcester, Worcestershire, England, UK
"Personal Space";2017;Atlanta, Georgia, USA
"Personality";1994;Central Studio's, Utrecht, Utrecht, Netherlands
"Personals";1991;Los Angeles, California, USA
"Personified!";2016;Los Angeles, California, USA
"Persons Unknown";2010;Mexico City, Distrito Federal, Mexico
"Perspectiva 13";2007;Mexico
"Perspectiva";2000;Mexico
"Persuasion";1971;Bath, Somerset, England, UK
"Persuasion";1971;Lyme Regis, Dorset, England, UK
"Persuasion";1971;Marine Parade, Lyme Regis, Dorset, England, UK
"Persuasion";1971;North Parade, Bath, Somerset, England, UK
"Pertsa ja Kilu";1970;Finland
"Pertsa ja Kilu";2000;Karhula, Kotka, Finland
"Pertsa ja Kilu";2000;Kotka, Finland
"Pertsa ja Kilu";2000;Kymi, Kotka, Finland
"Peru: Extreme Planet";2015;Peru
"Pet Crazy";2011;Los Angeles, California, USA
"Pet Divorce Court";2018;Los Angeles, California, USA
"Pet ER";2011;Newfoundland, Newfoundland and Labrador, Canada
"Pet ER";2011;St. John's, Newfoundland, Newfoundland and Labrador, Canada
"Pet Heroes";2010;Calgary, Alberta, Canada
"Pet Place";1991;Irvine, California, USA
"Pet Psychic";2014;New York City, New York, USA
"Pet Shop";1951;Chicago, Illinois, USA
"Pet Star";2002;Toluca Lake, Los Angeles, California, USA
"Pet ko";2004;Philippines
"Pete and Gladys";1960;Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA
"Pete's Lunch";2013;Clapham Common, Clapham, London, England, UK
"Pete's Place";1983;Toronto, Ontario, Canada
"Peter Ackroyd's London";2004;London, England, UK
"Peter Allen: Not the Boy Next Door";2015;Sydney, New South Wales, Australia
"Peter Bear's Den";2013;Greenville, South Carolina, USA
"Peter Capusotto y sus videos";2006;Buenos Aires, Federal District, Argentina
"Peter Punk";2011;Buenos Aires, Federal District, Argentina
"Peter York's Eighties: Post";1996;New York, USA
"Peter York's Eighties: Post";1996;UK
"Peter the Great";1986;Russia
"Peter the Great";1986;Austria
"Peter the Great";1986;Uzbekistan
"Peter the Great";1986;Moscow, Russia
"Petersen's Hunting Adventures";2012;Colorado, USA
"Petersen's Hunting Adventures";2012;Scotland, UK
"Petersen's Hunting Adventures";2012;New Mexico, USA
"Petersen's Hunting Adventures";2012;Argentina
"Petersen's Hunting Adventures";2012;South Africa
"Petersen's Hunting Adventures";2012;Hungary
"Petersen's Hunting Adventures";2012;Spain
"Petersen's Hunting Adventures";2012;Florida, USA
"Petersen's Hunting Adventures";2012;California, USA
"Petersen's Hunting Adventures";2012;Texas, USA
"Petersen's Hunting";2012;Colorado, USA
"Petersen's Hunting";2012;Scotland, UK
"Petersen's Hunting";2012;New Mexico, USA
"Petersen's Hunting";2012;Argentina
"Petersen's Hunting";2012;South Africa
"Petersen's Hunting";2012;Hungary
"Petersen's Hunting";2012;Spain
"Petersen's Hunting";2012;Florida, USA
"Petersen's Hunting";2012;California, USA
"Petersen's Hunting";2012;Texas, USA
"Petey Greene's Washington";1976;Washington, District of Columbia, USA
"Petits mythes urbains";2003;Bordeaux, Gironde, France
"Petman: Internet Series";2017;Izmir, Turkey
"Petr Pervyy. Zaveshchanie";2011;St. Petersburg, Russia
"Petrocelli";1974;Pima County Consolidated Justice Court - 115 N Church Ave, Tucson, Arizona, USA
"Petrocelli";1974;Downtown, Tucson, Arizona, USA
"Petrocelli";1974;La Placita Village, 110 S. Church Ave, Tucson, Arizona, USA
"Petrocelli";1974;Sonoran Desert, Arizona, USA
"Petrocelli";1974;Tucson Warehouse and Transfer, downtown Tucson, Arizona, USA
"Petrocelli";1974;Sierrita Mountains, Arizona, USA
"Petrocelli";1974;Tucson Mountains, Arizona, USA
"Petrocelli";1974;Ironwood Forest National Monument, Arizona, USA
"Petrocelli";1974;Saguaro National Park, Arizona, USA
"Petrocelli";1974;Tucson International Airport, Tucson, Arizona, USA
"Pets on Net";2014;Brooklyn, New York City, New York, USA
"Pets";2001;Millennium Studios, Borehamwood, Hertfordshire, England, UK
"Petsburgh USA";1998;Orlando, Florida, USA
"Petter Uteligger";2015;Oslo, Norway
"Petti en vivo";2001;Buenos Aires, Federal District, Argentina
"Petticoat Junction";1963;Hollywood Center Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA
"Petticoat Junction";1963;Railtown 1897 State Historic Park - Jamestown, California, USA
"Petticoat Junction";1963;Sierra Railroad, Jamestown, California, USA
"Peuan Paeng";2015;Thailand
"Peurahaui Yeonin";2005;Prague, Czech Republic
"Peurahaui Yeonin";2005;Seoul, South Korea
"Peyton Place";1964;RKO Studios - 780 Gower Street, Hollywood, Los Angeles, California, USA
"Peyton Place";1964;Stage 3, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA
"Phantom Faye";2015;Jersey City, New Jersey, USA
"Phantom Faye";2015;New York City, New York, USA
"Phantom Faye";2015;Church of Saint Paul the Apostle, Columbus Avenue & West 60th Street, New York City, New York, USA
"Phantom Investigators";2002;San Francisco, California, USA
"Phantom Nights";2016;Lubbock, Texas, USA
"Phantom Noir";2016;Vancouver, British Columbia, Canada
"Phase One";2017;Salem, Oregon, USA
"Phases";2015;New York City, New York, USA
"Phat TV";1996;Los Angeles, California, USA
"Phat TV";1996;Miami, Florida, USA
"Phat TV";1996;New York City, New York, USA
"Phat TV";1996;Toronto, Ontario, Canada
"Phaze XIV Magic to the Extreme";2013;Los Angeles, California, USA
"Phaze XIV Magic to the Extreme";2013;New York, USA
"Phaze XIV Magic to the Extreme";2013;USA
"Phenomena Police";2006;Houston, Texas, USA
"Phil Mack's Country Roadshow";2010;County Mayo, Ireland
"Phil of the Future";2004;Los Angeles, California, USA
"Philadelphia Visitors Channel";1991;Philadelphia, Pennsylvania, USA
"Philip K. Dick's Electric Dreams";2017;Chicago, Illinois, USA
"Philip K. Dick's Electric Dreams";2017;Wexham, Buckinghamshire, England, UK
"Philip K. Dick's Electric Dreams";2017;Bournemouth, Dorset, England, UK
"Philip K. Dick's Electric Dreams";2017;Lockport, Illinois, USA
"Philip K. Dick's Electric Dreams";2017;Dungeness, Kent, England, UK
"Philip Marlowe";1959;Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA
"Philip Marlowe, Private Eye";1983;USA
"Philip Marlowe, Private Eye";1983;UK
"Phillies Jackpot Bowling";1959;Hollywood, Los Angeles, California, USA
"Philly Love Donald Trump";2016;Philadelphia, Pennsylvania, USA
"Philly";2001;Culver City, California, USA
"Philly";2001;Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA
"Philly";2001;Philadelphia, Pennsylvania, USA
"Philterless";2016;North Hollywood, Los Angeles, California, USA
"Philterless";2016;Los Angeles, California, USA
"Phoenix Nights";2001;Bolton, Greater Manchester, England, UK
"Phoenix Tonight";1996;Beijing, China
"Phone Sexxers";2006;Los Angeles, California, USA
"Phonees";2011;Studio City, Los Angeles, California, USA
"PhotoXplorers";2009;Belgium
"PhotoXplorers";2009;France
"PhotoXplorers";2009;Germany
"PhotoXplorers";2009;Luxembourg
"PhotoXplorers";2009;Toronto, Ontario, Canada
"Photon";1986;Tokyo, Japan
"Phowned";2010;New Jersey, USA
"Phowned";2010;New York City, New York, USA
"Phrankurtville";2017;Melbourne, Victoria, Australia
"Phua Chu Kang Sdn Bhd";2009;Malaysia
"Phyllis";1975;San Francisco, California, USA
"Pi zi ying xiong";2009;Kaohsiung, Taiwan
"Piano Pals";1952;Chicago, Illinois, USA
"Piatsa Kolonaki";2005;Athens, Greece
"Picante y caliente";2004;Mexico
"Picante";1992;Mexico
"Picasso: Magic, Sex & Death";2001;USA
"Piccolo mondo antico";1983;Provincia di Novara, Piedmont, Italy
"Piccolo slam";1977;Rome, Lazio, Italy
"Pick Up Fu";2011;Front Royal, Virginia, USA
"Pick-A-Box";1957;ATN-7 Studios - 61 Mobbs Lane, Epping, Sydney, New South Wales, Australia
"Pick-a-Split";2012;Montrose Bowl - 2334 Honolulu Avenue, Montrose, California, USA
"Picked Up";2015;Los Angeles, California, USA
"Picket Fences";1992;Monrovia, California, USA
"Picket Fences";1992;Ren-Mar Studios - 846 N. Cahuenga Blvd., Hollywood, Los Angeles, California, USA
"Picket Fences";1992;Stage 21, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA
"Picket Fences";1992;Stage 4, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA
"Picking Miss Octane";2008;Hollywood, Los Angeles, California, USA
"Picking Miss Ripe";2007;Ben Kitay Studios, Hollywood, Los Angeles, California, USA
"Picking Miss Ripe";2007;Quixote Studios West Hollywood - 1011 N Fuller Ave, West Hollywood, California, USA
"Picnic at Hanging Rock";2017;Melbourne, Victoria, Australia
"Picnic";2004;Mexico City, Distrito Federal, Mexico
"Picnicface";2011;Halifax, Nova Scotia, Canada
"Picture This";2004;Las Vegas, Nevada, USA
"Picture This";2004;Los Angeles, California, USA
"Picture This";2004;New York City, New York, USA
"Picture This";2004;San Francisco, California, USA
"Picture This";2004;Toronto, Ontario, Canada
"Picture Windows";1994;Antelope Valley, California, USA
"Picture Windows";1994;Chamboret, Haute-Vienne, France
"Picture Windows";1994;Toronto, Ontario, Canada
"Pictures of You";2012;Melbourne, Victoria, Australia
"Pidol's Wonderland";2010;Batangas, Philippines
"Piece of Cake";1988;RAF Friston, East Sussex, England, UK
"Piece of Cake";1988;RAF South Cerney, Gloucestershire, England, UK
"Pieces Series";2015;Brooklyn, New York, USA
"Pieces";2011;Winnipeg, Manitoba, Canada
"Piedra, papel y tijera";2010;Argentina
"Piedra, papel y tijera";2010;Chile
"Piedra, papel y tijera";2010;Colombia
"Piedra, papel y tijera";2010;Ecuador
"Piedra, papel y tijera";2010;Haiti
"Piedra, papel y tijera";2010;Los Angeles, California, USA
"Piedra, papel y tijera";2010;Puerto Rico
"Piedra, papel y tijera";2010;Trinidad and Tobago
"Piedra, papel y tijera";2010;Venezuela
"Piel de pueblo";1973;Buenos Aires, Federal District, Argentina
"Piel naranja";1975;Buenos Aires, Federal District, Argentina
"Pieni pala Jumalaa";1999;Helsinki, Finland
"Pier 6 Wrestling";2009;Upstate, New York, USA
"Piers Morgan On...";2008;Dubai, United Arab Emirates
"Piers Morgan On...";2008;Los Angeles, California, USA
"Pierwsza milosc";2004;Czernica, Dolnoslaskie, Poland
"Pierwsza milosc";2004;Island of Hvar, Croatia
"Pierwsza milosc";2004;Izera Mountains, Dolnoslaskie, Poland
"Pierwsza milosc";2004;Park Szczytnicki, Wroclaw, Dolnoslaskie, Poland
"Pierwsza milosc";2004;Ratowice, Dolnoslaskie, Poland
"Pierwsza milosc";2004;Wroclaw, Dolnoslaskie, Poland
"Pietarin myytti";2003;St. Petersburg, Russia
"Pigalle, la nuit";2009;Pigalle, Paris 9, Paris, France
"Pigeon Summer";1995;Black Country Museum, Dudley, West Midlands, England, UK
"Pigeon Summer";1995;Blists Hill Open Air Museum, Ironbridge, Shropshire, England, UK
"Pigeon the Series";2014;Maryland, USA
"Pigs Breakfast";1999;Melbourne, Victoria, Australia
"Pikku kakkonen";1977;YLE TV2 Studios, Tohloppi, Tampere, Finland
"Piles of Dirty Duck Weed";2010;Vancouver, British Columbia, Canada
"Pilipinas ngayon na!";2001;Philippines
"Pillars";2012;St. Louis, Missouri, USA
"Pilli bebek";2003;Istanbul, Turkey
"Pillow Talk";2017;Los Angeles, California, USA
"Pills";2014;Los Angeles, California, USA
"Pilot Season";2004;Hollywood, Los Angeles, California, USA
"Pilot mezhdunarodnykh avialiniy";2011;Moscow, Russia
"Pilot u travi";1991;Belgrade, Serbia
"Pimennys";1993;Helsinki, Finland
"Pimennys";1993;Loviisa, Finland
"Pimennys";1993;Tammela, Finland
